CUSTOMER_ID,WEEK_START,AGGREGATE_AMOUNT,P_SUSPICIOUS,AGGRAVATING,MITIGATING,RAW,MODEL_NAME,RAN_AT
CU-100012,2026-06-22,845104.81,0.58,"Government Employee occupation receiving INR 845,105 in weekly cash (36% of monthly declared income) is fundamentally inconsistent with the profile—government salaries are paid electronically, and this occupation has no legitimate basis for handling such large cash volumes in trade.","Cash activity has appeared consistently over 26 weeks (88.5% of weeks active) with low volatility (0.18), funds are largely retained in the account (only 40% transferred out), and the pattern shows steady weekly rhythm rather than burst-and-drain structuring behavior typical of laundering.","{
  ""aggravating"": ""Government Employee occupation receiving INR 845,105 in weekly cash (36% of monthly declared income) is fundamentally inconsistent with the profile—government salaries are paid electronically, and this occupation has no legitimate basis for handling such large cash volumes in trade."",
  ""mitigating"": ""Cash activity has appeared consistently over 26 weeks (88.5% of weeks active) with low volatility (0.18), funds are largely retained in the account (only 40% transferred out), and the pattern shows steady weekly rhythm rather than burst-and-drain structuring behavior typical of laundering."",
  ""probability_suspicious"": 0.58
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100012,2026-07-20,803268.79,0.62,"Government Employee occupation receiving INR 803,269 in weekly cash (0.34× monthly declared income) is fundamentally inconsistent with the profile—government salaries are paid electronically, and this occupation has no legitimate cash-generating business activity that would explain seven deposits averaging INR 114,753 each.","Cash activity has been consistent and sustained over all 26 weeks (88.5% of weeks active) with low volatility (0.18), funds are largely retained in the account (only 41% transferred out), and deposits show natural variation rather than the structured, just-under-threshold pattern typical of deliberate layering—this looks like an established, ongoing business operation rather than burst-pattern structuring.","{
  ""aggravating"": ""Government Employee occupation receiving INR 803,269 in weekly cash (0.34× monthly declared income) is fundamentally inconsistent with the profile—government salaries are paid electronically, and this occupation has no legitimate cash-generating business activity that would explain seven deposits averaging INR 114,753 each."",
  ""mitigating"": ""Cash activity has been consistent and sustained over all 26 weeks (88.5% of weeks active) with low volatility (0.18), funds are largely retained in the account (only 41% transferred out), and deposits show natural variation rather than the structured, just-under-threshold pattern typical of deliberate layering—this looks like an established, ongoing business operation rather than burst-pattern structuring."",
  ""probability_suspicious"": 0.62
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100027,2025-12-01,897750.94,0.68,"The activity appeared suddenly 3 weeks ago with massive volume (16× monthly income in one week) after 23 weeks of near-silence (cash in only 11.5% of weeks), then 81% was immediately transferred out electronically—a textbook burst-and-exit structuring pattern with no established trading history.","Transport Operator is an inherently cash-intensive business where lumpy revenue is normal (vehicles deliver loads and get paid in bulk), the deposits are large and infrequent rather than structured below thresholds (average INR 149,625, only 16.7% near round numbers), and the customer carries a LOW internal risk rating.","{
  ""aggravating"": ""The activity appeared suddenly 3 weeks ago with massive volume (16× monthly income in one week) after 23 weeks of near-silence (cash in only 11.5% of weeks), then 81% was immediately transferred out electronically—a textbook burst-and-exit structuring pattern with no established trading history."",
  ""mitigating"": ""Transport Operator is an inherently cash-intensive business where lumpy revenue is normal (vehicles deliver loads and get paid in bulk), the deposits are large and infrequent rather than structured below thresholds (average INR 149,625, only 16.7% near round numbers), and the customer carries a LOW internal risk rating."",
  ""probability_suspicious"": 0.68
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-06-30,928882.29,0.52,"The cash volume is 23.22 times declared monthly income and 78% is immediately transferred out via electronic channels—classic layering behavior where cash is converted and quickly moved, rather than retained to pay suppliers or fund ongoing business operations as would be expected in a legitimate scrap dealing operation.","The customer is a declared Scrap Dealer, an inherently cash-intensive trade where large irregular cash receipts are normal; the activity has been present for 24 weeks showing an established pattern rather than sudden onset; the 0.29 volatility and 50% activity rate across weeks reflects natural business lumpiness (scrap dealers often receive large payments when they sell accumulated inventory); and deposits are not structured below round-number thresholds.","{
  ""aggravating"": ""The cash volume is 23.22 times declared monthly income and 78% is immediately transferred out via electronic channels—classic layering behavior where cash is converted and quickly moved, rather than retained to pay suppliers or fund ongoing business operations as would be expected in a legitimate scrap dealing operation."",
  ""mitigating"": ""The customer is a declared Scrap Dealer, an inherently cash-intensive trade where large irregular cash receipts are normal; the activity has been present for 24 weeks showing an established pattern rather than sudden onset; the 0.29 volatility and 50% activity rate across weeks reflects natural business lumpiness (scrap dealers often receive large payments when they sell accumulated inventory); and deposits are not structured below round-number thresholds."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-07-07,961182.30,0.52,The cash volume is 24 times declared monthly income and 76% is immediately transferred out via electronic channels within the window—classic layering behavior where cash is converted and rapidly moved rather than retained for legitimate business expenses like supplier payments.,"The customer is a scrap dealer, an inherently cash-intensive trade where large irregular cash receipts are expected; the activity has been present for 25 weeks showing established pattern rather than sudden onset; volatility of 0.28 indicates moderate consistency; and only 25% of deposits sit just below round thresholds, meaning most amounts appear naturally varied rather than deliberately structured.","{
  ""aggravating"": ""The cash volume is 24 times declared monthly income and 76% is immediately transferred out via electronic channels within the window—classic layering behavior where cash is converted and rapidly moved rather than retained for legitimate business expenses like supplier payments."",
  ""mitigating"": ""The customer is a scrap dealer, an inherently cash-intensive trade where large irregular cash receipts are expected; the activity has been present for 25 weeks showing established pattern rather than sudden onset; volatility of 0.28 indicates moderate consistency; and only 25% of deposits sit just below round thresholds, meaning most amounts appear naturally varied rather than deliberately structured."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-07-21,978009.23,0.52,"The cash volume is 24.45 times declared monthly income and 78% is immediately transferred out via electronic channels within the window—classic layering behavior where cash is converted to electronic form and rapidly moved, rather than retained to pay suppliers or fund ongoing business operations as would be expected in legitimate scrap dealing.","The customer is a declared Scrap Dealer, an inherently cash-intensive trade where large irregular cash receipts are normal; the activity has been present for the full 26-week observation period (not a sudden burst); the moderate volatility (0.26) and 54% activity rate suggest genuine business cycles rather than structured bursts; and deposits do not cluster below reporting thresholds.","{
  ""aggravating"": ""The cash volume is 24.45 times declared monthly income and 78% is immediately transferred out via electronic channels within the window—classic layering behavior where cash is converted to electronic form and rapidly moved, rather than retained to pay suppliers or fund ongoing business operations as would be expected in legitimate scrap dealing."",
  ""mitigating"": ""The customer is a declared Scrap Dealer, an inherently cash-intensive trade where large irregular cash receipts are normal; the activity has been present for the full 26-week observation period (not a sudden burst); the moderate volatility (0.26) and 54% activity rate suggest genuine business cycles rather than structured bursts; and deposits do not cluster below reporting thresholds."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-08-04,868325.75,0.48,"The cash volume is 21.71 times declared monthly income—even for a cash-intensive trade like scrap dealing, this is an extreme multiple that suggests either systematic under-declaration or that the cash has no connection to the stated occupation. Combined with 73% rapid outflow via electronic transfers, this points to a classic layering pattern where cash is converted and quickly moved rather than retained for legitimate business expenses.","The customer is a scrap dealer, one of India's most cash-intensive informal trades where under-invoicing and cash transactions are endemic business norms rather than laundering. The activity shows moderate regularity (57.7% of weeks active, low volatility of 0.23) over 23 weeks, suggesting an ongoing business rather than a burst campaign. Natural variation in deposit amounts and the use of multiple branches are consistent with collecting scrap from different locations and depositing at convenient branches.","{
  ""aggravating"": ""The cash volume is 21.71 times declared monthly income—even for a cash-intensive trade like scrap dealing, this is an extreme multiple that suggests either systematic under-declaration or that the cash has no connection to the stated occupation. Combined with 73% rapid outflow via electronic transfers, this points to a classic layering pattern where cash is converted and quickly moved rather than retained for legitimate business expenses."",
  ""mitigating"": ""The customer is a scrap dealer, one of India's most cash-intensive informal trades where under-invoicing and cash transactions are endemic business norms rather than laundering. The activity shows moderate regularity (57.7% of weeks active, low volatility of 0.23) over 23 weeks, suggesting an ongoing business rather than a burst campaign. Natural variation in deposit amounts and the use of multiple branches are consistent with collecting scrap from different locations and depositing at convenient branches."",
  ""probability_suspicious"": 0.48
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-08-25,800981.67,0.48,The cash volume is 20 times declared monthly income and 72% is immediately transferred out via electronic channels within the window—classic layering behavior where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments.,"Scrap dealing is an inherently cash-intensive trade with legitimate high cash volumes, the activity has been consistent over 26 weeks (69% of weeks active) with moderate volatility (0.25), and deposits do not cluster below reporting thresholds—suggesting organic business rhythm rather than deliberate structuring.","{
  ""aggravating"": ""The cash volume is 20 times declared monthly income and 72% is immediately transferred out via electronic channels within the window—classic layering behavior where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments."",
  ""mitigating"": ""Scrap dealing is an inherently cash-intensive trade with legitimate high cash volumes, the activity has been consistent over 26 weeks (69% of weeks active) with moderate volatility (0.25), and deposits do not cluster below reporting thresholds—suggesting organic business rhythm rather than deliberate structuring."",
  ""probability_suspicious"": 0.48
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-09-08,969124.79,0.52,"The cash volume is 24.23 times declared monthly income—even for a cash-intensive trade like scrap dealing, this extreme disproportion suggests either systematic under-declaration or that the account is being used to layer unrelated funds, especially when combined with 70% rapid outflow via electronic transfers rather than retention for supplier payments.","The customer is a declared Scrap Dealer in a genuinely cash-intensive sector, cash activity has been present consistently across 65% of weeks over the past 26 weeks with moderate volatility (0.23), and the deposit pattern shows natural variation rather than mechanical structuring—only 16.7% sit just below round thresholds, suggesting organic business receipts rather than deliberate threshold avoidance.","{
  ""aggravating"": ""The cash volume is 24.23 times declared monthly income—even for a cash-intensive trade like scrap dealing, this extreme disproportion suggests either systematic under-declaration or that the account is being used to layer unrelated funds, especially when combined with 70% rapid outflow via electronic transfers rather than retention for supplier payments."",
  ""mitigating"": ""The customer is a declared Scrap Dealer in a genuinely cash-intensive sector, cash activity has been present consistently across 65% of weeks over the past 26 weeks with moderate volatility (0.23), and the deposit pattern shows natural variation rather than mechanical structuring—only 16.7% sit just below round thresholds, suggesting organic business receipts rather than deliberate threshold avoidance."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-09-15,822751.88,0.52,"The cash volume is 20.57 times declared monthly income with 75% immediately transferred out via electronic channels—classic layering behavior where cash is converted and quickly moved, rather than retained to pay suppliers or fund working capital as legitimate scrap dealers would do.","The customer is a scrap dealer (inherently cash-intensive), shows 65% consistency over 26 weeks with moderate volatility (0.23), and the pattern has persisted for half a year—suggesting an established business rhythm rather than a sudden structuring burst. The cash volumes, while high relative to declared income, are plausible for an under-reported scrap business.","{
  ""aggravating"": ""The cash volume is 20.57 times declared monthly income with 75% immediately transferred out via electronic channels—classic layering behavior where cash is converted and quickly moved, rather than retained to pay suppliers or fund working capital as legitimate scrap dealers would do."",
  ""mitigating"": ""The customer is a scrap dealer (inherently cash-intensive), shows 65% consistency over 26 weeks with moderate volatility (0.23), and the pattern has persisted for half a year—suggesting an established business rhythm rather than a sudden structuring burst. The cash volumes, while high relative to declared income, are plausible for an under-reported scrap business."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-09-22,853274.21,0.52,"The cash volume is 21.33 times declared monthly income, and 75% of deposited cash is immediately transferred out via electronic channels—classic layering behavior where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments.","The customer is a scrap dealer, an inherently cash-intensive trade where large cash receipts are expected. The activity shows reasonable continuity (69.2% of weeks active over 26 weeks) with moderate volatility (0.23), and deposits do not cluster at round numbers just below reporting thresholds—the pattern resembles organic business flow rather than deliberate structuring.","{
  ""aggravating"": ""The cash volume is 21.33 times declared monthly income, and 75% of deposited cash is immediately transferred out via electronic channels—classic layering behavior where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments."",
  ""mitigating"": ""The customer is a scrap dealer, an inherently cash-intensive trade where large cash receipts are expected. The activity shows reasonable continuity (69.2% of weeks active over 26 weeks) with moderate volatility (0.23), and deposits do not cluster at round numbers just below reporting thresholds—the pattern resembles organic business flow rather than deliberate structuring."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-10-20,938689.01,0.48,"Cash volume is 23.47 times declared monthly income—even for a cash-intensive trade like scrap dealing, this extreme disparity suggests either systematic under-declaration or that the account is being used to layer unrelated funds, especially given that 68% is transferred out electronically rather than retained for supplier payments.","The customer is a scrap dealer in a genuinely cash-intensive sector, cash activity has been present consistently over 24 weeks (appearing in 61.5% of weeks), the week-to-week volatility is relatively low at 0.22 indicating a stable business pattern rather than sudden bursts, and amounts do not cluster suspiciously below reporting thresholds.","{
  ""aggravating"": ""Cash volume is 23.47 times declared monthly income—even for a cash-intensive trade like scrap dealing, this extreme disparity suggests either systematic under-declaration or that the account is being used to layer unrelated funds, especially given that 68% is transferred out electronically rather than retained for supplier payments."",
  ""mitigating"": ""The customer is a scrap dealer in a genuinely cash-intensive sector, cash activity has been present consistently over 24 weeks (appearing in 61.5% of weeks), the week-to-week volatility is relatively low at 0.22 indicating a stable business pattern rather than sudden bursts, and amounts do not cluster suspiciously below reporting thresholds."",
  ""probability_suspicious"": 0.48
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-11-03,918240.35,0.52,"This week's cash volume is 22.96 times the declared monthly income, and 69% of deposited cash is immediately transferred out via electronic channels—a classic layering pattern where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments or inventory.","The customer is a scrap dealer, an inherently cash-intensive trade where large cash receipts are expected. Activity has been consistent over 26 weeks (65.4% of weeks active) with relatively low volatility (0.22), suggesting an established business pattern rather than sudden bursts typical of structuring.","{
  ""aggravating"": ""This week's cash volume is 22.96 times the declared monthly income, and 69% of deposited cash is immediately transferred out via electronic channels—a classic layering pattern where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments or inventory."",
  ""mitigating"": ""The customer is a scrap dealer, an inherently cash-intensive trade where large cash receipts are expected. Activity has been consistent over 26 weeks (65.4% of weeks active) with relatively low volatility (0.22), suggesting an established business pattern rather than sudden bursts typical of structuring."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-11-10,874637.38,0.52,"This week's cash volume is 21.87 times the declared monthly income, with 68% immediately transferred out via electronic channels—a classic layering pattern where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments or inventory.","The customer is a scrap dealer, an inherently cash-intensive trade where large irregular receipts are normal; the 65.4% activity frequency over 26 weeks shows sustained business operations rather than a short burst, and the low volatility (0.21) indicates relatively consistent weekly patterns typical of genuine trade.","{
  ""aggravating"": ""This week's cash volume is 21.87 times the declared monthly income, with 68% immediately transferred out via electronic channels—a classic layering pattern where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments or inventory."",
  ""mitigating"": ""The customer is a scrap dealer, an inherently cash-intensive trade where large irregular receipts are normal; the 65.4% activity frequency over 26 weeks shows sustained business operations rather than a short burst, and the low volatility (0.21) indicates relatively consistent weekly patterns typical of genuine trade."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-11-17,892345.10,0.52,"This week's cash volume is 22.31 times the declared monthly income, and 72% of deposited cash is immediately transferred out via electronic channels—a classic layering pattern where cash is converted to electronic form and rapidly moved, rather than retained to pay suppliers or fund ongoing business operations as would be expected in legitimate scrap dealing.","The customer is a scrap dealer (an inherently cash-intensive trade), has shown consistent cash activity over 26 weeks with 65% of weeks active and low volatility (0.2), and the pattern of regular deposits with natural variation in amounts is consistent with genuine trade business rather than the burst-and-dormancy cycles typical of structuring.","{
  ""aggravating"": ""This week's cash volume is 22.31 times the declared monthly income, and 72% of deposited cash is immediately transferred out via electronic channels—a classic layering pattern where cash is converted to electronic form and rapidly moved, rather than retained to pay suppliers or fund ongoing business operations as would be expected in legitimate scrap dealing."",
  ""mitigating"": ""The customer is a scrap dealer (an inherently cash-intensive trade), has shown consistent cash activity over 26 weeks with 65% of weeks active and low volatility (0.2), and the pattern of regular deposits with natural variation in amounts is consistent with genuine trade business rather than the burst-and-dormancy cycles typical of structuring."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100034,2025-12-15,882851.51,0.48,"This week's cash volume is 22× declared monthly income, yet 66% is immediately transferred out electronically—classic layering behavior where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments or inventory.","The customer is a scrap dealer (inherently cash-intensive), shows 24 weeks of history with moderate regularity (61.5% of weeks active), low volatility (0.2), and natural variation in deposit amounts—consistent with genuine fluctuating scrap purchase volumes rather than mechanical structuring.","{
  ""aggravating"": ""This week's cash volume is 22× declared monthly income, yet 66% is immediately transferred out electronically—classic layering behavior where cash is converted and quickly moved rather than retained for legitimate business expenses like supplier payments or inventory."",
  ""mitigating"": ""The customer is a scrap dealer (inherently cash-intensive), shows 24 weeks of history with moderate regularity (61.5% of weeks active), low volatility (0.2), and natural variation in deposit amounts—consistent with genuine fluctuating scrap purchase volumes rather than mechanical structuring."",
  ""probability_suspicious"": 0.48
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
